	Species	Accession_IDs	segment	Genus	Sort	Isolate Sort	Original_Accession_String	Errors
13949	Ichnoviriform fumiferanae	AB289938	SegB26	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13950	Ichnoviriform fumiferanae	AB289939	SegB27	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13951	Ichnoviriform fumiferanae	AB289940	SegB28	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13952	Ichnoviriform fumiferanae	AB289941	SegB29	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13953	Ichnoviriform fumiferanae	AB289942	SegB30	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13954	Ichnoviriform fumiferanae	AB289943	SegB31	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13955	Ichnoviriform fumiferanae	AB289944	SegB32	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13956	Ichnoviriform fumiferanae	AB289945	SegB33	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13957	Ichnoviriform fumiferanae	AB289946	SegB34	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13958	Ichnoviriform fumiferanae	AB289947	SegB35	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13959	Ichnoviriform fumiferanae	AB289948	SegB36	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
13960	Ichnoviriform fumiferanae	AB289949	SegB37	Ichnoviriform	12760.0	1	SegA1: AB289903; SegA2: AB289904; SegA3: AB289905; SegA4: AB289906; SegA5: AB289907; SegA6: AB289908; SegA7: AB289909; SegA8: AB289910; SegA9: AB289911; SegA10: AB289912; SegB1: AB289913; SegB2: AB289914; SegB3: AB289915; SegB4: AB289916; SegB5: AB289917; SegB6: AB289918; SegB7: AB289919; SegB8: AB289920; SegB9: AB289921; SegB10: AB289922; SegB11: AB289923; SegB12: AB289924; SegB13: AB289925; SegB14: AB289926; SegB15: AB289927; SegB16: AB289928; SegB17: AB289929; SegB18: AB289930; SegB19: AB289931; SegB20: AB289932; SegB21: AB289933; SegB22: AB289934; SegB23: AB289935; SegB24: AB289936; SegB25: AB289937; SegB26: AB289938; SegB27: AB289939; SegB28: AB289940; SegB29: AB289941; SegB30: AB289942; SegB31: AB289943; SegB32: AB289944; SegB33: AB289945; SegB34: AB289946; SegB35: AB289947; SegB36: AB289948; SegB37: AB289949; SegB38: AB289950; SegB39: AB289951; SegB40: AB289952; SegB41: AB289953; SegB42: AB289954; SegB43: AB289955; SegB44: AB289956; SegB45: AB289957; SegB46: AB289958; SegB47: AB289959; SegB48: AB289960; SegB49: AB289961; SegB50: AB289962; SegB51: AB289963; SegB52: AB289964; SegB53: AB289965; SegB54: AB289966; SegB55: AB289967; SegB56: AB289968; SegB57: AB289969; SegB58: AB289970; SegB59: AB289971; SegB60: AB289972; SegB61: AB289973; SegB62: AB289974; SegB63: AB289975; SegB64: AB289976; SegB65: AB289977; SegC1: AB289978; SegC2: AB289979; SegC3: AB289980; SegC4: AB289981; SegC5: AB289982; SegC6: AB289983; SegC7: AB289984; SegC8: AB289985; SegC9: AB289986; SegC10: AB289987; SegC11: AB289988; SegC12: AB289989; SegC13: AB289990; SegC14: AB289991; SegC15: AB289992; SegC16: AB289993; SegC17: AB289994; SegC18: AB289995; SegC19: AB289996; SegC20: AB289997; SegC21: AB289998; SegC22: AB289999; SegD1: AB290000; SegD2: AB290001; SegD3: AB290002; SegD4: AB290003; SegD5: AB290004; SegD6: AB290005; SegD7: AB290006; SegE1: AB290007	
