	Species	Accession_IDs	segment	Genus	Sort	Isolate Sort	Original_Accession_String	Errors
1483	Cosavirus D	JN867762		Cosavirus	10409.0	2.0	JN867762	
1484	Cosavirus D	JN867777		Cosavirus	10410.0	3.0	JN867777	
1485	Cosavirus D	JN867761		Cosavirus	10411.0	4.0	JN867761	
1486	Cosavirus D	JN867778		Cosavirus	10412.0	5.0	JN867778	
1487	Erbovirus A	AF361253		Erbovirus	10416.0	2.0	AF361253	
1488	Erbovirus A	DQ108383		Erbovirus	10417.0	3.0	DQ108383	
1489	Hunnivirus A	HM153767		Hunnivirus	10419.0	2.0	HM153767	
1490	Hunnivirus A	KJ950971		Hunnivirus	10420.0	3.0	KJ950971	
1491	Hunnivirus A	KT944199		Hunnivirus	10421.0	4.0	KT944199	
1492	Hunnivirus A	KX156157		Hunnivirus	10422.0	5.0	KX156157	
1493	Hunnivirus A	KT944214		Hunnivirus	10423.0	6.0	KT944214	
1494	Hunnivirus A	KT944212		Hunnivirus	10424.0	7.0	KT944212	
1495	Hunnivirus A	KY432925		Hunnivirus	10425.0	8.0	KY432925	
1496	Mosavirus A	KF958461		Mosavirus	10435.0	2.0	KF958461	
1497	Mupivirus A	KY432934		Mupivirus	10438.0	2.0	KY432934	
1498	Teschovirus A	AF296087		Teschovirus	10441.0	2.0	AF296087	
1499	Teschovirus A	AF296088		Teschovirus	10442.0	3.0	AF296088	
1500	Teschovirus A	AF296089		Teschovirus	10443.0	4.0	AF296089	
1501	Teschovirus A	AF296090		Teschovirus	10444.0	5.0	AF296090	
1502	Teschovirus A	AF296091		Teschovirus	10445.0	6.0	AF296091	
1503	Teschovirus A	AF296092		Teschovirus	10446.0	7.0	AF296092	
1504	Teschovirus A	AF296093		Teschovirus	10447.0	8.0	AF296093	
1505	Teschovirus A	AF296094		Teschovirus	10448.0	9.0	AF296094	
1506	Teschovirus A	AF296095		Teschovirus	10449.0	10.0	AF296095	
1507	Teschovirus A	AF296096		Teschovirus	10450.0	11.0	AF296096	
1508	Teschovirus A	JF724001		Teschovirus	10451.0	12.0	JF724001	
1509	Teschovirus A	JQ429405		Teschovirus	10452.0	13.0	JQ429405	
1510	Teschovirus A	LC386160		Teschovirus	10453.0	14.0	LC386160	
1511	Teschovirus B	LC386157		Teschovirus	10455.0	2.0	LC386157	
1512	Teschovirus B	MG875516		Teschovirus	10456.0	3.0	MG875516	
1513	Boosepivirus B	LC036580		Boosepivirus	10463.0	2.0	LC036580	
1514	Enterovirus A	AY421761		Enterovirus	10468.0	2.0	AY421761	
1515	Enterovirus A	AY421762		Enterovirus	10469.0	3.0	AY421762	
1516	Enterovirus A	AY421763		Enterovirus	10470.0	4.0	AY421763	
1517	Enterovirus A	AY421764		Enterovirus	10471.0	5.0	AY421764	
1518	Enterovirus A	AY421765		Enterovirus	10472.0	6.0	AY421765	
1519	Enterovirus A	AY421766		Enterovirus	10473.0	7.0	AY421766	
1520	Enterovirus A	AY421767		Enterovirus	10474.0	8.0	AY421767	
1521	Enterovirus A	AY421768		Enterovirus	10475.0	9.0	AY421768	
1522	Enterovirus A	AY421769		Enterovirus	10476.0	10.0	AY421769	
1523	Enterovirus A	U05876		Enterovirus	10477.0	11.0	U05876	
1524	Enterovirus A	U22521		Enterovirus	10478.0	12.0	U22521	
1525	Enterovirus A	AY697458		Enterovirus	10479.0	13.0	AY697458	
1526	Enterovirus A	AY697459		Enterovirus	10480.0	14.0	AY697459	
1527	Enterovirus A	AY697460		Enterovirus	10481.0	15.0	AY697460	
1528	Enterovirus A	AY697461		Enterovirus	10482.0	16.0	AY697461	
1529	Enterovirus A	EF667344		Enterovirus	10483.0	17.0	EF667344	
1530	Enterovirus A	KU355876		Enterovirus	10484.0	18.0	KU355876	
1531	Enterovirus A	KC787153		Enterovirus	10485.0	19.0	KC787153	
1532	Enterovirus A	LK021688		Enterovirus	10486.0	20.0	LK021688	
1533	Enterovirus A	KU355877		Enterovirus	10487.0	21.0	KU355877	
1534	Enterovirus A	AF326754		Enterovirus	10488.0	22.0	AF326754	
1535	Enterovirus A	AF326761		Enterovirus	10489.0	23.0	AF326761	
1536	Enterovirus A	AF326764		Enterovirus	10490.0	24.0	AF326764	
1537	Enterovirus A	AF326750		Enterovirus	10491.0	25.0	AF326750	
1538	Enterovirus B	M16560		Enterovirus	10493.0	2.0	M16560	
1539	Enterovirus B	AF081485		Enterovirus	10494.0	3.0	AF081485	
1540	Enterovirus B	X05690		Enterovirus	10495.0	4.0	X05690	
1541	Enterovirus B	AF114383		Enterovirus	10496.0	5.0	AF114383	
1542	Enterovirus B	AF039205		Enterovirus	10497.0	6.0	AF039205	
1543	Enterovirus B	D00627		Enterovirus	10498.0	7.0	D00627	
1544	Enterovirus B	AF029859		Enterovirus	10499.0	8.0	AF029859	
1545	Enterovirus B	AF250874		Enterovirus	10500.0	9.0	AF250874	
1546	Enterovirus B	AY302545		Enterovirus	10501.0	10.0	AY302545	
1547	Enterovirus B	AY302553		Enterovirus	10502.0	11.0	AY302553	
1548	Enterovirus B	AY302557		Enterovirus	10503.0	12.0	AY302557	
1549	Enterovirus B	AF083069		Enterovirus	10504.0	13.0	AF083069	
1550	Enterovirus B	AY302558		Enterovirus	10505.0	14.0	AY302558	
1551	Enterovirus B	AY302559		Enterovirus	10506.0	15.0	AY302559	
1552	Enterovirus B	X84981		Enterovirus	10507.0	16.0	X84981	
1553	Enterovirus B	X80059		Enterovirus	10508.0	17.0	X80059	
1554	Enterovirus B	X79047		Enterovirus	10509.0	18.0	X79047	
1555	Enterovirus B	AY302539		Enterovirus	10510.0	19.0	AY302539	
1556	Enterovirus B	AY302540		Enterovirus	10511.0	20.0	AY302540	
1557	Enterovirus B	AY302541		Enterovirus	10512.0	21.0	AY302541	
1558	Enterovirus B	AY302542		Enterovirus	10513.0	22.0	AY302542	
1559	Enterovirus B	AY302543		Enterovirus	10514.0	23.0	AY302543	
1560	Enterovirus B	AF317694		Enterovirus	10515.0	24.0	AF317694	
1561	Enterovirus B	AY302544		Enterovirus	10516.0	25.0	AY302544	
1562	Enterovirus B	AY302546		Enterovirus	10517.0	26.0	AY302546	
1563	Enterovirus B	AY302547		Enterovirus	10518.0	27.0	AY302547	
1564	Enterovirus B	AY302548		Enterovirus	10519.0	28.0	AY302548	
1565	Enterovirus B	AY302549		Enterovirus	10520.0	29.0	AY302549	
1566	Enterovirus B	AY302550		Enterovirus	10521.0	30.0	AY302550	
1567	Enterovirus B	AY302551		Enterovirus	10522.0	31.0	AY302551	
1568	Enterovirus B	AY302552		Enterovirus	10523.0	32.0	AY302552	
1569	Enterovirus B	AF162711		Enterovirus	10524.0	33.0	AF162711	
1570	Enterovirus B	AY302554		Enterovirus	10525.0	34.0	AY302554	
1571	Enterovirus B	AY302555		Enterovirus	10526.0	35.0	AY302555	
1572	Enterovirus B	AY302556		Enterovirus	10527.0	36.0	AY302556	
1573	Enterovirus B	AY302560		Enterovirus	10528.0	37.0	AY302560	
1574	Enterovirus B	AF241359		Enterovirus	10529.0	38.0	AF241359	
1575	Enterovirus B	AY556057		Enterovirus	10530.0	39.0	AY556057	
1576	Enterovirus B	AY556070		Enterovirus	10531.0	40.0	AY556070	
1577	Enterovirus B	AJ493062		Enterovirus	10532.0	41.0	AJ493062	
1578	Enterovirus B	AY208120		Enterovirus	10533.0	42.0	AY208120	
1579	Enterovirus B	AY843297		Enterovirus	10534.0	43.0	AY843297	
1580	Enterovirus B	AY843298		Enterovirus	10535.0	44.0	AY843298	
1581	Enterovirus B	AY843299		Enterovirus	10536.0	45.0	AY843299	
1582	Enterovirus B	AY843300		Enterovirus	10537.0	46.0	AY843300	
1583	Enterovirus B	AY843301		Enterovirus	10538.0	47.0	AY843301	
1584	Enterovirus B	DQ902712		Enterovirus	10539.0	48.0	DQ902712	
1585	Enterovirus B	AY843303		Enterovirus	10540.0	49.0	AY843303	
1586	Enterovirus B	AY843304		Enterovirus	10541.0	50.0	AY843304	
1587	Enterovirus B	AY843305		Enterovirus	10542.0	51.0	AY843305	
1588	Enterovirus B	AY843306		Enterovirus	10543.0	52.0	AY843306	
1589	Enterovirus B	KM273013		Enterovirus	10544.0	53.0	KM273013	
1590	Enterovirus B	AY843307		Enterovirus	10545.0	54.0	AY843307	
1591	Enterovirus B	AB426608		Enterovirus	10546.0	55.0	AB426608	
1592	Enterovirus B	DQ902713		Enterovirus	10547.0	56.0	DQ902713	
1593	Enterovirus B	AY843308		Enterovirus	10548.0	57.0	AY843308	
1594	Enterovirus B	KF990476		Enterovirus	10549.0	58.0	KF990476	
1595	Enterovirus B	AB426609		Enterovirus	10550.0	59.0	AB426609	
1596	Enterovirus B	JF416928		Enterovirus	10551.0	60.0	JF416928; JF416931; JF416934; JF416937	
1597	Enterovirus B	JF416931		Enterovirus	10551.0	60.0	JF416928; JF416931; JF416934; JF416937	
1598	Enterovirus B	JF416934		Enterovirus	10551.0	60.0	JF416928; JF416931; JF416934; JF416937	
1599	Enterovirus B	JF416937		Enterovirus	10551.0	60.0	JF416928; JF416931; JF416934; JF416937	
1600	Enterovirus B	KF312882		Enterovirus	10552.0	61.0	KF312882	
1601	Enterovirus B	KJ418244		Enterovirus	10553.0	62.0	KJ418244	
1602	Enterovirus B	KJ701249		Enterovirus	10554.0	63.0	KJ701249	
1603	Enterovirus B	AF326751		Enterovirus	10555.0	64.0	AF326751	
1604	Enterovirus C	V01150		Enterovirus	10557.0	2.0	V01150	
1605	Enterovirus C	M12197		Enterovirus	10558.0	3.0	M12197	
1606	Enterovirus C	X00595		Enterovirus	10559.0	4.0	X00595	
1607	Enterovirus C	K01392		Enterovirus	10560.0	5.0	K01392	
1608	Enterovirus C	X00925		Enterovirus	10561.0	6.0	X00925	
1609	Enterovirus C	AF499635		Enterovirus	10562.0	7.0	AF499635	
1610	Enterovirus C	AF499636		Enterovirus	10563.0	8.0	AF499636	
1611	Enterovirus C	AF499637		Enterovirus	10564.0	9.0	AF499637	
1612	Enterovirus C	AF499640		Enterovirus	10565.0	10.0	AF499640	
1613	Enterovirus C	AF499639		Enterovirus	10566.0	11.0	AF499639	
1614	Enterovirus C	AF499641		Enterovirus	10567.0	12.0	AF499641	
1615	Enterovirus C	AF499642		Enterovirus	10568.0	13.0	AF499642	
1616	Enterovirus C	AF546702		Enterovirus	10569.0	14.0	AF546702	
1617	Enterovirus C	AF499643		Enterovirus	10570.0	15.0	AF499643	
1618	Enterovirus C	EF026081		Enterovirus	10571.0	16.0	EF026081	
1619	Enterovirus C	JX417822		Enterovirus	10572.0	17.0	JX417822	
1620	Enterovirus C	EF015886		Enterovirus	10573.0	18.0	EF015886	
1621	Enterovirus C	EF555644		Enterovirus	10574.0	19.0	EF555644	
1622	Enterovirus C	EF555645		Enterovirus	10575.0	20.0	EF555645	
1623	Enterovirus C	EU840733		Enterovirus	10576.0	21.0	EU840733	
1624	Enterovirus C	JX393302		Enterovirus	10577.0	22.0	JX393302	
1625	Enterovirus C	GQ865517		Enterovirus	10578.0	23.0	GQ865517	
1626	Enterovirus C	KC344833		Enterovirus	10579.0	24.0	KC344833	
1627	Enterovirus C	JX514942		Enterovirus	10580.0	25.0	JX514942	
1628	Enterovirus C	JX262382		Enterovirus	10581.0	26.0	JX262382	
1629	Enterovirus C	JX961708		Enterovirus	10582.0	27.0	JX961708	
1630	Enterovirus D	AY355268		Enterovirus	10584.0	2.0	AY355268	
1631	Enterovirus D	D00820		Enterovirus	10585.0	3.0	D00820	
1632	Enterovirus D	DQ916376		Enterovirus	10586.0	4.0	DQ916376	
1633	Enterovirus D	JF416929		Enterovirus	10587.0	5.0	JF416929; JF416932; JF416935; JF416938	
1634	Enterovirus D	JF416932		Enterovirus	10587.0	5.0	JF416929; JF416932; JF416935; JF416938	
1635	Enterovirus D	JF416935		Enterovirus	10587.0	5.0	JF416929; JF416932; JF416935; JF416938	
1636	Enterovirus D	JF416938		Enterovirus	10587.0	5.0	JF416929; JF416932; JF416935; JF416938	
1637	Enterovirus D	KF040080		Enterovirus	10588.0	6.0	KF040080	
1638	Enterovirus E	DQ092792		Enterovirus	10590.0	2.0	DQ092792	
1639	Enterovirus E	DQ092786		Enterovirus	10591.0	3.0	DQ092786	
1640	Enterovirus E	JQ690748		Enterovirus	10592.0	4.0	JQ690748; JQ690741	
1641	Enterovirus E	JQ690741		Enterovirus	10592.0	4.0	JQ690748; JQ690741	
1642	Enterovirus E	KU172420		Enterovirus	10593.0	5.0	KU172420	
1643	Enterovirus F	DQ092795		Enterovirus	10595.0	2.0	DQ092795	
1644	Enterovirus F	DQ092794		Enterovirus	10596.0	3.0	DQ092794	
1645	Enterovirus F	AY462106		Enterovirus	10597.0	4.0	AY462106	
1646	Enterovirus F	LC038188		Enterovirus	10600.0	7.0	LC038188	
1647	Enterovirus G	AF363455		Enterovirus	10602.0	2.0	AF363455	
1648	Enterovirus G	HQ702854		Enterovirus	10603.0	3.0	HQ702854	
1649	Enterovirus G	JN807387		Enterovirus	10604.0	4.0	JN807387	
1650	Enterovirus G	JQ277724		Enterovirus	10605.0	5.0	JQ277724	
1651	Enterovirus G	JQ818253		Enterovirus	10606.0	6.0	JQ818253	
1652	Enterovirus G	MG958646		Enterovirus	10607.0	7.0	MG958646	
1653	Enterovirus G	KT265911		Enterovirus	10608.0	8.0	KT265911	
1654	Enterovirus G	KT265961		Enterovirus	10609.0	9.0	KT265961	
1655	Enterovirus G	KP982873		Enterovirus	10610.0	10.0	KP982873	
1656	Enterovirus G	KJ156451		Enterovirus	10611.0	11.0	KJ156451	
1657	Enterovirus G	KT265900		Enterovirus	10612.0	12.0	KT265900	
1658	Enterovirus G	KT265903		Enterovirus	10613.0	13.0	KT265903	
1659	Enterovirus G	KT265909		Enterovirus	10614.0	14.0	KT265909	
1660	Enterovirus G	KT265941		Enterovirus	10615.0	15.0	KT265941	
1661	Enterovirus G	KT266010		Enterovirus	10616.0	16.0	KT266010	
1662	Enterovirus G	KY761948		Enterovirus	10617.0	17.0	KY761948	
1663	Enterovirus G	MF113370		Enterovirus	10618.0	18.0	MF113370	
1664	Enterovirus G	MF113372		Enterovirus	10619.0	19.0	MF113372	
1665	Enterovirus G	KU297674		Enterovirus	10620.0	20.0	KU297674	
1666	Enterovirus I	KP345888		Enterovirus	10623.0	2.0	KP345888	
1667	Enterovirus J	FJ007373		Enterovirus	10625.0	2.0	FJ007373	
1668	Enterovirus J	AF414372		Enterovirus	10626.0	3.0	AF414372	
1669	Enterovirus J	JX537981		Enterovirus	10627.0	4.0	JX537981	
1670	Enterovirus J	JX537991		Enterovirus	10628.0	5.0	JX537991	
1671	Enterovirus J	KF541639		Enterovirus	10629.0	6.0	KF541639; KF648606	
1672	Enterovirus J	KF648606		Enterovirus	10629.0	6.0	KF541639; KF648606	
1673	Enterovirus K	KX156159		Enterovirus	10631.0	2.0	KX156159	
1674	Rhinovirus A	D00239		Enterovirus	10634.0	2.0	D00239	
1675	Rhinovirus A	X02316		Enterovirus	10635.0	3.0	X02316	
1676	Rhinovirus A	DQ473503		Enterovirus	10636.0	4.0	DQ473503	
1677	Rhinovirus A	FJ445113		Enterovirus	10637.0	5.0	FJ445113	
1678	Rhinovirus A	FJ445177		Enterovirus	10638.0	6.0	FJ445177	
1679	Rhinovirus A	DQ473498		Enterovirus	10639.0	7.0	DQ473498	
1680	Rhinovirus A	EF173414		Enterovirus	10640.0	8.0	EF173414	
1681	Rhinovirus A	EF173415		Enterovirus	10641.0	9.0	EF173415	
1682	Rhinovirus A	FJ445116		Enterovirus	10642.0	10.0	FJ445116	
1683	Rhinovirus A	DQ473493		Enterovirus	10643.0	11.0	DQ473493	
1684	Rhinovirus A	L24917		Enterovirus	10644.0	12.0	L24917	
1685	Rhinovirus A	FJ445118		Enterovirus	10645.0	13.0	FJ445118	
1686	Rhinovirus A	FJ445119		Enterovirus	10646.0	14.0	FJ445119	
1687	Rhinovirus A	FJ445120		Enterovirus	10647.0	15.0	FJ445120	
1688	Rhinovirus A	FJ445121		Enterovirus	10648.0	16.0	FJ445121	
1689	Rhinovirus A	FJ445122		Enterovirus	10649.0	17.0	FJ445122	
1690	Rhinovirus A	DQ473497		Enterovirus	10650.0	18.0	DQ473497	
1691	Rhinovirus A	EF173416		Enterovirus	10651.0	19.0	EF173416	
1692	Rhinovirus A	FJ445123		Enterovirus	10652.0	20.0	FJ445123	
1693	Rhinovirus A	DQ473508		Enterovirus	10653.0	21.0	DQ473508	
1694	Rhinovirus A	FJ445125		Enterovirus	10654.0	22.0	FJ445125	
1695	Rhinovirus A	DQ473512		Enterovirus	10655.0	23.0	DQ473512	
1696	Rhinovirus A	FJ445126		Enterovirus	10656.0	24.0	FJ445126	
1697	Rhinovirus A	FJ445127		Enterovirus	10657.0	25.0	FJ445127	
1698	Rhinovirus A	FJ445128		Enterovirus	10658.0	26.0	FJ445128	
1699	Rhinovirus A	DQ473501		Enterovirus	10659.0	27.0	DQ473501	
1700	Rhinovirus A	DQ473505		Enterovirus	10660.0	28.0	DQ473505	
1701	Rhinovirus A	DQ473495		Enterovirus	10661.0	29.0	DQ473495	
1702	Rhinovirus A	AY751783		Enterovirus	10662.0	30.0	AY751783	
1703	Rhinovirus A	FJ445129		Enterovirus	10663.0	31.0	FJ445129	
1704	Rhinovirus A	DQ473491		Enterovirus	10664.0	32.0	DQ473491	
1705	Rhinovirus A	FJ445131		Enterovirus	10665.0	33.0	FJ445131	
1706	Rhinovirus A	FJ445132		Enterovirus	10666.0	34.0	FJ445132	
1707	Rhinovirus A	DQ473506		Enterovirus	10667.0	35.0	DQ473506	
1708	Rhinovirus A	FJ445133		Enterovirus	10668.0	36.0	FJ445133	
1709	Rhinovirus A	DQ473496		Enterovirus	10669.0	37.0	DQ473496	
1710	Rhinovirus A	FJ445135		Enterovirus	10670.0	38.0	FJ445135	
1711	Rhinovirus A	FJ445136		Enterovirus	10671.0	39.0	FJ445136	
1712	Rhinovirus A	DQ473507		Enterovirus	10672.0	40.0	DQ473507	
1713	Rhinovirus A	FJ445138		Enterovirus	10673.0	41.0	FJ445138	
1714	Rhinovirus A	DQ473511		Enterovirus	10674.0	42.0	DQ473511	
1715	Rhinovirus A	FJ445140		Enterovirus	10675.0	43.0	FJ445140	
1716	Rhinovirus A	FJ445141		Enterovirus	10676.0	44.0	FJ445141	
1717	Rhinovirus A	FJ445142		Enterovirus	10677.0	45.0	FJ445142	
1718	Rhinovirus A	DQ473500		Enterovirus	10678.0	46.0	DQ473500	
1719	Rhinovirus A	FJ445143		Enterovirus	10679.0	47.0	FJ445143	
1720	Rhinovirus A	FJ445144		Enterovirus	10680.0	48.0	FJ445144	
1721	Rhinovirus A	FJ445145		Enterovirus	10681.0	49.0	FJ445145	
1722	Rhinovirus A	FJ445146		Enterovirus	10682.0	50.0	FJ445146	
1723	Rhinovirus A	EF173417		Enterovirus	10683.0	51.0	EF173417	
1724	Rhinovirus A	FJ445147		Enterovirus	10684.0	52.0	FJ445147	
1725	Rhinovirus A	FJ445148		Enterovirus	10685.0	53.0	FJ445148	
1726	Rhinovirus A	FJ445149		Enterovirus	10686.0	54.0	FJ445149	
1727	Rhinovirus A	FJ445150		Enterovirus	10687.0	55.0	FJ445150	
1728	Rhinovirus A	FJ445152		Enterovirus	10688.0	56.0	FJ445152	
1729	Rhinovirus A	DQ473492		Enterovirus	10689.0	57.0	DQ473492	
1730	Rhinovirus A	DQ473494		Enterovirus	10690.0	58.0	DQ473494	
1731	Rhinovirus A	DQ473510		Enterovirus	10691.0	59.0	DQ473510	
1732	Rhinovirus A	DQ473502		Enterovirus	10692.0	60.0	DQ473502	
1733	Rhinovirus A	FJ445154		Enterovirus	10693.0	61.0	FJ445154	
1734	Rhinovirus A	EF173418		Enterovirus	10694.0	62.0	EF173418	
1735	Rhinovirus A	FJ445156		Enterovirus	10695.0	63.0	FJ445156	
1736	Rhinovirus A	FJ445157		Enterovirus	10696.0	64.0	FJ445157	
1737	Rhinovirus A	DQ473509		Enterovirus	10697.0	65.0	DQ473509	
1738	Rhinovirus A	FJ445163		Enterovirus	10698.0	66.0	FJ445163	
1739	Rhinovirus A	DQ473504		Enterovirus	10699.0	67.0	DQ473504	
1740	Rhinovirus A	M16248		Enterovirus	10700.0	68.0	M16248	
1741	Rhinovirus A	FJ445167		Enterovirus	10701.0	69.0	FJ445167	
1742	Rhinovirus A	EF173419		Enterovirus	10702.0	70.0	EF173419	
1743	Rhinovirus A	FJ445171		Enterovirus	10703.0	71.0	FJ445171	
1744	Rhinovirus A	FJ445175		Enterovirus	10704.0	72.0	FJ445175	
1745	Rhinovirus A	GQ415051		Enterovirus	10705.0	73.0	GQ415051	
1746	Rhinovirus A	EF155421		Enterovirus	10706.0	74.0	EF155421	
1747	Rhinovirus A	JF965515		Enterovirus	10707.0	75.0	JF965515	
1748	Rhinovirus A	JN562727		Enterovirus	10708.0	76.0	JN562727	
1749	Rhinovirus A	JN614995		Enterovirus	10709.0	77.0	JN614995	
1750	Rhinovirus A	JQ245971		Enterovirus	10710.0	78.0	JQ245971	
1751	Rhinovirus A	KC859319		Enterovirus	10711.0	79.0	KC859319	
1752	Rhinovirus A	KC859318		Enterovirus	10712.0	80.0	KC859318	
1753	Rhinovirus B	DQ473490		Enterovirus	10714.0	2.0	DQ473490	
1754	Rhinovirus B	FJ445112		Enterovirus	10715.0	3.0	FJ445112	
1755	Rhinovirus B	DQ473486		Enterovirus	10716.0	4.0	DQ473486	
1756	Rhinovirus B	K02121		Enterovirus	10717.0	5.0	K02121	
1757	Rhinovirus B	EF173420		Enterovirus	10718.0	6.0	EF173420	
1758	Rhinovirus B	FJ445124		Enterovirus	10719.0	7.0	FJ445124	
1759	Rhinovirus B	FJ445186		Enterovirus	10720.0	8.0	FJ445186	
1760	Rhinovirus B	DQ473487		Enterovirus	10721.0	9.0	DQ473487	
1761	Rhinovirus B	EF173423		Enterovirus	10722.0	10.0	EF173423	
1762	Rhinovirus B	FJ445130		Enterovirus	10723.0	11.0	FJ445130	
1763	Rhinovirus B	DQ473488		Enterovirus	10724.0	12.0	DQ473488	
1764	Rhinovirus B	FJ445188		Enterovirus	10725.0	13.0	FJ445188	
1765	Rhinovirus B	FJ445151		Enterovirus	10726.0	14.0	FJ445151	
1766	Rhinovirus B	DQ473489		Enterovirus	10727.0	15.0	DQ473489	
1767	Rhinovirus B	FJ445153		Enterovirus	10728.0	16.0	FJ445153	
1768	Rhinovirus B	FJ445155		Enterovirus	10729.0	17.0	FJ445155	
1769	Rhinovirus B	FJ445161		Enterovirus	10730.0	18.0	FJ445161	
1770	Rhinovirus B	FJ445162		Enterovirus	10731.0	19.0	FJ445162	
1771	Rhinovirus B	FJ445164		Enterovirus	10732.0	20.0	FJ445164	
1772	Rhinovirus B	FJ445168		Enterovirus	10733.0	21.0	FJ445168	
1773	Rhinovirus B	FJ445169		Enterovirus	10734.0	22.0	FJ445169	
1774	Rhinovirus B	EF173425		Enterovirus	10735.0	23.0	EF173425	
1775	Rhinovirus B	FJ445172		Enterovirus	10736.0	24.0	FJ445172	
1776	Rhinovirus B	FJ445174		Enterovirus	10737.0	25.0	FJ445174	
1777	Rhinovirus B	HQ123444		Enterovirus	10738.0	26.0	HQ123444	
1778	Rhinovirus B	JF781500		Enterovirus	10739.0	27.0	JF781500	
1779	Rhinovirus B	JX074053		Enterovirus	10740.0	28.0	JX074053	
1780	Rhinovirus B	JN614996		Enterovirus	10741.0	29.0	JN614996	
1781	Rhinovirus B	FJ445137		Enterovirus	10742.0	30.0	FJ445137	
1782	Rhinovirus C	EF077280		Enterovirus	10744.0	2.0	EF077280	
1783	Rhinovirus C	EF186077		Enterovirus	10745.0	3.0	EF186077	
1784	Rhinovirus C	EF582385		Enterovirus	10746.0	4.0	EF582385	
1785	Rhinovirus C	EF582386		Enterovirus	10747.0	5.0	EF582386	
1786	Rhinovirus C	EF582387		Enterovirus	10748.0	6.0	EF582387	
1787	Rhinovirus C	DQ875932		Enterovirus	10749.0	7.0	DQ875932	
1788	Rhinovirus C	GQ223227		Enterovirus	10750.0	8.0	GQ223227	
1789	Rhinovirus C	GQ223228		Enterovirus	10751.0	9.0	GQ223228	
1790	Rhinovirus C	GQ323774		Enterovirus	10752.0	10.0	GQ323774	
1791	Rhinovirus C	EU840952		Enterovirus	10753.0	11.0	EU840952	
1792	Rhinovirus C	HM236958		Enterovirus	10754.0	12.0	HM236958	
1793	Rhinovirus C	HM236908		Enterovirus	10755.0	13.0	HM236908	
1794	Rhinovirus C	HM236911		Enterovirus	10756.0	14.0	HM236911	
1795	Rhinovirus C	GU219984		Enterovirus	10757.0	15.0	GU219984	
1796	Rhinovirus C	KR997882		Enterovirus	10758.0	16.0	KR997882	
1797	Rhinovirus C	HM236936		Enterovirus	10759.0	17.0	HM236936	
1798	Rhinovirus C	HM236918		Enterovirus	10760.0	18.0	HM236918	
1799	Rhinovirus C	EU840728		Enterovirus	10761.0	19.0	EU840728	
1800	Rhinovirus C	HM236923		Enterovirus	10762.0	20.0	HM236923	
1801	Rhinovirus C	HM236903		Enterovirus	10763.0	21.0	HM236903	
1802	Rhinovirus C	KJ675507		Enterovirus	10764.0	22.0	KJ675507	
1803	Rhinovirus C	KJ675506		Enterovirus	10765.0	23.0	KJ675506	
1804	Rhinovirus C	HM236939		Enterovirus	10766.0	24.0	HM236939	
1805	Rhinovirus C	HM236952		Enterovirus	10767.0	25.0	HM236952	
1806	Rhinovirus C	HM236904		Enterovirus	10768.0	26.0	HM236904	
1807	Rhinovirus C	HM236906		Enterovirus	10769.0	27.0	HM236906	
1808	Rhinovirus C	HM236954		Enterovirus	10770.0	28.0	HM236954	
1809	Rhinovirus C	HM236949		Enterovirus	10771.0	29.0	HM236949	
1810	Rhinovirus C	HM236968		Enterovirus	10772.0	30.0	HM236968	
1811	Rhinovirus C	HM236964		Enterovirus	10773.0	31.0	HM236964	
1812	Rhinovirus C	HM236897		Enterovirus	10774.0	32.0	HM236897	
1813	Rhinovirus C	HM236934		Enterovirus	10775.0	33.0	HM236934	
1814	Rhinovirus C	KM486097		Enterovirus	10776.0	34.0	KM486097	
1815	Rhinovirus C	JF436925		Enterovirus	10777.0	35.0	JF436925	
1816	Rhinovirus C	JF416311		Enterovirus	10778.0	36.0	JF416311	
1817	Rhinovirus C	JF416321		Enterovirus	10779.0	37.0	JF416321	
1818	Rhinovirus C	JF416322		Enterovirus	10780.0	38.0	JF416322	
1819	Rhinovirus C	JN205461		Enterovirus	10781.0	39.0	JN205461	
1820	Rhinovirus C	JN815251		Enterovirus	10782.0	40.0	JN815251	
1821	Rhinovirus C	KF958311		Enterovirus	10783.0	41.0	KF958311	
1822	Rhinovirus C	KJ675505		Enterovirus	10784.0	42.0	KJ675505	
1823	Rhinovirus C	JN815249		Enterovirus	10785.0	43.0	JN815249	
1824	Rhinovirus C	JF416310		Enterovirus	10786.0	44.0	JF416310	
1825	Rhinovirus C	KY624849		Enterovirus	10787.0	45.0	KY624849	
1826	Rhinovirus C	JF416318		Enterovirus	10788.0	46.0	JF416318	
1827	Rhinovirus C	JF519760		Enterovirus	10789.0	47.0	JF519760	
1828	Rhinovirus C	JF519762		Enterovirus	10790.0	48.0	JF519762	
1829	Rhinovirus C	JN798566		Enterovirus	10791.0	49.0	JN798566	
1830	Rhinovirus C	KF688606		Enterovirus	10792.0	50.0	KF688606	
1831	Rhinovirus C	JF317015		Enterovirus	10793.0	51.0	JF317015	
1832	Rhinovirus C	KP282614		Enterovirus	10794.0	52.0	KP282614	
1833	Rhinovirus C	KR997885		Enterovirus	10795.0	53.0	KR997885	
1834	Rhinovirus C	LC004772		Enterovirus	10796.0	54.0	LC004772	
1835	Rhinovirus C	KP890662		Enterovirus	10797.0	55.0	KP890662	
